,LINK_ID,F_NODE,T_NODE,ROAD_USE,LANES,ROAD_RANK,ROAD_NAME,MULTI_LINK,CONNECT,MAX_SPD,REST_VEH,REST_W,REST_H,REMARK,USER_ID,WORKSTATE,DEPT_CODE,STNL_REG,ROAD_TYPE,ROAD_NO,TMPID,UPLOAD_ID,SOSFNODEID,SOSTNODEID,SHAPE_STLe
6926,1660003500,1660001600,2420014100,0,4.0,101,경인고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,166,000,120,,nodelinkmanager2017091209,,,795.536868664
6927,1660003600,2420014100,1660001600,0,4.0,101,경인고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,167,000,120,,nodelinkmanager2017091209,,,795.299375613
6932,1140000101,1140024300,2420029500,0,4.0,101,경인고속도로,0,000,100.0,5,0.0,450.0,,nodelinkmanager,5,50000,114,000,120,,nodelinkmanager2017091209,,,4632.8204878
6933,1140000201,2420029500,1140024000,0,4.0,101,경인고속도로,0,000,100.0,5,0.0,450.0,,nodelinkmanager,5,50000,114,000,120,,nodelinkmanager2017091209,,,4639.45348689
6939,2420062100,2420023600,2420014100,0,4.0,101,경인고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,242,000,120,,nodelinkmanager2017091209,,,1123.27060871
6940,2420062200,2420014100,2420023600,0,4.0,101,경인고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,242,000,120,,nodelinkmanager2017091209,,,1123.29352785
6941,2420079600,2420023600,2420025700,0,2.0,101,경인고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,242,000,120,,nodelinkmanager2017091209,,,199.230893382
6942,2420082100,2420026900,2420023600,0,2.0,101,경인고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,242,000,120,,nodelinkmanager2017091209,,,295.126031347
6943,2420085200,2420023600,2420029500,0,3.0,101,경인고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,242,000,120,,nodelinkmanager2017091209,,,505.982492987
6944,2420085300,2420029500,2420023600,0,3.0,101,경인고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,242,000,120,,nodelinkmanager2017091209,,,509.546662923
6945,2420088900,2420025700,2420029500,0,2.0,101,경인고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,242,000,120,,nodelinkmanager2017091209,,,366.240023871
6946,2420090500,2420029500,2420026900,0,1.0,101,경인고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,242,000,120,,nodelinkmanager2017091209,,,269.688961224
383,2240145000,2240055100,2240055000,0,3.0,106,제3경인고속화도로,0,000,90.0,0,0.0,0.0,,,5,60160,224,000,330,3KyungIn100010,,3KyungIn000012,3KyungIn000013,2802.33203242
384,2240145300,2240055000,2240055100,0,3.0,106,제3경인고속화도로,0,000,90.0,0,0.0,0.0,,,5,60160,224,000,330,3KyungIn100046,,3KyungIn000013,3KyungIn000012,2802.33203241
385,1650094500,1650032800,1650032700,0,3.0,106,제3경인고속화도로,0,000,90.0,0,0.0,0.0,,,5,60160,165,001,330,3KyungIn100051,,3KyungIn000020,3KyungIn000019,1051.5764238
386,1650094600,1650032700,2240054700,0,3.0,106,제3경인고속화도로,0,000,90.0,0,0.0,0.0,,,5,60160,165,000,330,3KyungIn100050,,3KyungIn000019,3KyungIn000018,1166.08136533
387,2240145400,2240054700,2240054800,0,3.0,106,제3경인고속화도로,0,000,90.0,0,0.0,0.0,,,5,60160,224,000,330,3KyungIn100049,,3KyungIn000018,3KyungIn000015,850.361495193
388,2240145500,2240054800,2240054900,0,3.0,106,제3경인고속화도로,0,000,90.0,0,0.0,0.0,,,5,60160,224,000,330,3KyungIn100048,,3KyungIn000015,3KyungIn000014,810.71417553
389,2240145600,2240054900,2240055000,0,3.0,106,제3경인고속화도로,0,000,90.0,0,0.0,0.0,,,5,60160,224,000,330,3KyungIn100047,,3KyungIn000014,3KyungIn000013,1601.75494184
390,2240145700,2240055100,2240055200,0,3.0,106,제3경인고속화도로,0,000,90.0,0,0.0,0.0,,,5,60160,224,000,330,3KyungIn100045,,3KyungIn000012,3KyungIn000007,839.320804957
391,2240145800,2240055300,2240055600,0,4.0,106,제3경인고속화도로,0,000,90.0,0,0.0,0.0,,,5,60160,224,000,330,3KyungIn100044,,3KyungIn000006,3KyungIn000005,781.074917914
393,2240146300,2240055400,2240055200,0,1.0,106,제3경인고속화도로,0,106,50.0,0,0.0,0.0,,,5,60160,224,000,330,3KyungIn100037,,3KyungIn000011,3KyungIn000007,937.726863107
394,2240146400,2240055100,2240055400,0,1.0,106,제3경인고속화도로,0,106,50.0,0,0.0,0.0,,,5,60160,224,000,330,3KyungIn100036,,3KyungIn000012,3KyungIn000011,1191.54163073
398,2240148000,2240055300,2240055200,0,3.0,106,제3경인고속화도로,0,000,90.0,0,0.0,0.0,,,5,60160,224,000,330,3KyungIn100020,,3KyungIn000006,3KyungIn000007,2311.63108065
399,2240148100,2240055200,2240055100,0,3.0,106,제3경인고속화도로,0,000,90.0,0,0.0,0.0,,,5,60160,224,000,330,3KyungIn100019,,3KyungIn000007,3KyungIn000012,839.674369486
400,2240148200,2240055200,2240055400,0,1.0,106,제3경인고속화도로,0,106,50.0,0,0.0,0.0,,,5,60160,224,000,330,3KyungIn100018,,3KyungIn000007,3KyungIn000011,724.559862451
401,2240148300,2240055400,2240055100,0,1.0,106,제3경인고속화도로,0,106,50.0,0,0.0,0.0,,,5,60160,224,000,330,3KyungIn100017,,3KyungIn000011,3KyungIn000012,588.629922747
402,2240149000,2240055000,2240054900,0,3.0,106,제3경인고속화도로,0,000,90.0,0,0.0,0.0,,,5,60160,224,000,330,3KyungIn100009,,3KyungIn000013,3KyungIn000014,1608.38639085
403,2240149100,2240054900,2240054800,0,3.0,106,제3경인고속화도로,0,000,90.0,0,0.0,0.0,,,5,60160,224,000,330,3KyungIn100008,,3KyungIn000014,3KyungIn000015,807.623404419
404,2240149200,2240054800,2240054700,0,3.0,106,제3경인고속화도로,0,000,90.0,0,0.0,0.0,,,5,60160,224,000,330,3KyungIn100007,,3KyungIn000015,3KyungIn000018,845.600952508
405,1650094700,2240054700,1650032700,0,3.0,106,제3경인고속화도로,0,000,90.0,0,0.0,0.0,,,5,60160,165,000,330,3KyungIn100006,,3KyungIn000018,3KyungIn000019,1165.76322215
406,1650094800,1650032700,1650032800,0,3.0,106,제3경인고속화도로,0,000,90.0,0,0.0,0.0,,,5,60160,165,001,330,3KyungIn100005,,3KyungIn000019,3KyungIn000020,1052.40078204
407,2240149500,2240055600,2240055300,0,4.0,106,제3경인고속화도로,0,000,90.0,0,0.0,0.0,,,5,60160,224,000,330,3KyungIn100002,,3KyungIn000005,3KyungIn000006,781.303912887
408,2240149600,2240055200,2240055300,0,3.0,106,제3경인고속화도로,0,000,90.0,0,0.0,0.0,,,5,60160,224,000,330,3KyungIn100001,,3KyungIn000007,3KyungIn000006,2316.14690017
2260,2240158500,2240055600,2240060500,0,2.0,106,제3경인고속화도로,0,000,90.0,0,0.0,0.0,,nodelinkmanager,5,50000,224,004,330,centerlink0092,nodelinkmanager2016051014,,mltmcenter0003,1481.76164275
2261,2240160100,2240060800,2240005400,0,2.0,106,제3경인고속화도로,0,000,90.0,0,0.0,0.0,,nodelinkmanager,5,50000,224,000,330,centerlink0030,nodelinkmanager2016051014,mltmcenter0004,,675.62447335
5912,2240144300,2240054600,2240054700,0,1.0,106,제3경인고속화도로,0,106,50.0,0,0.0,0.0,,nodelinkmanager,5,50000,224,000,330,,nodelinkmanager2017010316,,,1272.56935396
5913,2240145100,2240054500,2240054600,0,3.0,106,제3경인고속화도로,0,106,50.0,0,0.0,0.0,,nodelinkmanager,5,50000,224,000,330,,nodelinkmanager2017010316,,,357.301059318
5914,2240145200,2240054600,2240054500,0,3.0,106,제3경인고속화도로,0,106,50.0,0,0.0,0.0,,nodelinkmanager,5,50000,224,000,330,,nodelinkmanager2017010316,,,359.088137575
5915,2240146100,2240054700,2240054600,0,1.0,106,제3경인고속화도로,0,106,50.0,0,0.0,0.0,,nodelinkmanager,5,50000,224,000,330,,nodelinkmanager2017010316,,,783.938344772
5916,2240146200,2240054800,2240054600,0,1.0,106,제3경인고속화도로,0,106,50.0,0,0.0,0.0,,nodelinkmanager,5,50000,224,000,330,,nodelinkmanager2017010316,,,1118.82978187
5917,2240146500,2240055400,2240055900,0,2.0,106,제3경인고속화도로,0,106,50.0,0,0.0,0.0,,nodelinkmanager,5,50000,224,000,330,,nodelinkmanager2017010316,,,365.361270846
5918,2240148400,2240055900,2240055400,0,2.0,106,제3경인고속화도로,0,106,50.0,0,0.0,0.0,,nodelinkmanager,5,50000,224,000,330,,nodelinkmanager2017010316,,,373.673211544
5919,2240149300,2240054600,2240054800,0,2.0,106,제3경인고속화도로,0,106,50.0,0,0.0,0.0,,nodelinkmanager,5,50000,224,000,330,,nodelinkmanager2017010316,,,884.980182482
6890,2240158400,2240060500,2240055600,0,2.0,106,제3경인고속화도로,0,000,90.0,0,0.0,0.0,,mappers,5,60190,224,004,330,,mappers20170914172850,,,1483.4843698
6891,2240158600,2240056300,2240060500,0,2.0,106,제3경인고속화도로,0,000,90.0,0,0.0,0.0,,mappers,5,60190,224,004,330,,mappers20170914172850,,,95.4211162976
6892,2240158700,2240060500,2240056300,0,2.0,106,제3경인고속화도로,0,000,90.0,0,0.0,0.0,,mappers,5,60190,224,004,330,,mappers20170914172850,,,95.2979571311
6896,2240159100,2240056300,2240060800,0,2.0,106,제3경인고속화도로,0,000,90.0,0,0.0,0.0,,mappers,5,60190,224,000,330,,mappers20170914172850,,,421.744905246
6897,2240159200,2240060800,2240056300,0,2.0,106,제3경인고속화도로,0,000,90.0,0,0.0,0.0,,mappers,5,60190,224,000,330,,mappers20170914172850,,,423.103812277
6904,2240160200,2240005400,2240060800,0,2.0,106,제3경인고속화도로,0,000,90.0,0,0.0,0.0,,mappers,5,60190,224,000,330,,mappers20170914172850,,,675.945063485
9420,1630000500,1630000200,1630000500,0,3.0,101,제2경인고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,163,000,110,,nodelinkmanager2018121814,,,4626.81979172
9421,1650017000,1650013000,1650002100,0,1.0,101,제2경인고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,165,000,110,,nodelinkmanager2018121814,,,337.344305877
9422,1650016900,1650002100,1650013000,0,1.0,101,제2경인고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,165,000,110,,nodelinkmanager2018121814,,,321.686554211
9423,1650005000,1650002200,1650002100,0,3.0,101,제2경인고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,165,000,110,,nodelinkmanager2018121814,,,798.043777
9424,1650004900,1650002100,1650002200,0,3.0,101,제2경인고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,165,000,110,,nodelinkmanager2018121814,,,797.078106483
9425,1650003901,1650001901,1650001900,0,3.0,101,제2경인고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,165,000,110,,nodelinkmanager2018121814,,,1860.84633
9426,1650004001,1650001900,1650001901,0,3.0,101,제2경인고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,165,000,110,,nodelinkmanager2018121814,,,1860.02870263
9427,1630000600,1630000500,1630000200,0,3.0,101,제2경인고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,163,000,110,,nodelinkmanager2018121814,,,4622.78593389
9428,1650046400,1650012700,1650012500,0,2.0,101,제2경인고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,165,000,110,,nodelinkmanager2018121814,,,346.948629231
9429,1650046300,1650012500,1650012700,0,1.0,101,제2경인고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,165,000,110,,nodelinkmanager2018121814,,,332.148031291
9430,1650045700,1650012500,1650012300,0,2.0,101,제2경인고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,165,000,110,,nodelinkmanager2018121814,,,215.185342939
9431,1650046200,1650012600,1650012500,0,1.0,101,제2경인고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,165,000,110,,nodelinkmanager2018121814,,,285.632231892
9432,1650047000,1650012700,1650012900,0,1.0,101,제2경인고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,165,000,110,,nodelinkmanager2018121814,,,297.918876097
9433,1650046900,1650012900,1650012700,0,1.0,101,제2경인고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,165,000,110,,nodelinkmanager2018121814,,,318.736621245
9434,1650047100,1650012700,1650013000,0,3.0,101,제2경인고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,165,000,110,,nodelinkmanager2018121814,,,329.391465957
9435,1650047200,1650013000,1650012700,0,3.0,101,제2경인고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,165,000,110,,nodelinkmanager2018121814,,,322.057290203
9436,1650004200,1650001900,1650002000,0,3.0,101,제2경인고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,165,000,110,,nodelinkmanager2018121814,,,860.686412768
9437,1650004100,1650002000,1650001900,0,3.0,101,제2경인고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,165,000,110,,nodelinkmanager2018121814,,,861.579790087
9438,1650004600,1650002000,1650002200,0,5.0,101,제2경인고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,165,000,110,,nodelinkmanager2018121814,,,1358.86966405
9439,1650004500,1650002200,1650002000,0,4.0,101,제2경인고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,165,000,110,,nodelinkmanager2018121814,,,1356.92779433
9440,1640054400,1640017300,1640017200,0,1.0,101,제2경인고속도로,0,101,60.0,5,0.0,0.0,,nodelinkmanager,5,50000,164,003,110,,nodelinkmanager2018121814,,,700.702079291
9441,1610050500,1610018300,1610018200,0,3.0,101,제2경인고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,161,000,110,,nodelinkmanager2018121814,,,548.820276411
9442,1610050600,1610018200,1610018300,0,3.0,101,제2경인고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,161,000,110,,nodelinkmanager2018121814,,,545.722589635
9443,1630051800,1640017200,1630016200,0,1.0,101,제2경인고속도로,0,101,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,163,003,110,,nodelinkmanager2018121814,,,2585.64275329
9444,1610051300,1610017700,1610018000,0,5.0,101,제2경인고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,161,000,110,,nodelinkmanager2018121814,,,300.768370639
9445,1610051400,1610017900,1610018000,0,2.0,101,제2경인고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,161,000,110,,nodelinkmanager2018121814,,,785.553997138
9446,1610051600,1610018000,1610017900,0,2.0,101,제2경인고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,161,000,110,,nodelinkmanager2018121814,,,1074.62133347
9447,1610051700,1610017800,1610017600,0,1.0,101,제2경인고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,161,000,110,,nodelinkmanager2018121814,,,466.254821966
9448,1610051800,1610018100,1610017900,0,1.0,101,제2경인고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,161,000,110,,nodelinkmanager2018121814,,,703.813041052
9449,1610051900,1610017900,1610018100,0,1.0,101,제2경인고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,161,000,110,,nodelinkmanager2018121814,,,1267.93223306
9450,1610049300,1610017600,1610017900,0,2.0,101,제2경인고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,161,000,110,,nodelinkmanager2018121814,,,278.282283075
9451,1610049400,1610017900,1610017600,0,2.0,101,제2경인고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,161,000,110,,nodelinkmanager2018121814,,,282.150623886
9452,1610049500,1610017600,1610017800,0,1.0,101,제2경인고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,161,000,110,,nodelinkmanager2018121814,,,777.749266965
9453,1640054000,1640017200,1640017300,0,1.0,101,제2경인고속도로,0,101,60.0,5,0.0,0.0,,nodelinkmanager,5,50000,164,003,110,,nodelinkmanager2018121814,,,743.081459983
9454,1610050800,1610017700,1640017100,0,3.0,101,제2경인고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,161,003,110,,nodelinkmanager2018121814,,,13489.870852
9455,1610050300,1610018100,1610018000,0,3.0,101,제2경인고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,161,000,110,,nodelinkmanager2018121814,,,978.275485735
9456,1610050400,1610018000,1610018100,0,3.0,101,제2경인고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,161,000,110,,nodelinkmanager2018121814,,,982.155014214
9457,1640054300,1640017200,1640017100,0,2.0,101,제2경인고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,164,003,110,,nodelinkmanager2018121814,,,1893.61055246
9458,1650094400,1650012300,1650012700,0,1.0,101,제2경인고속도로,0,101,60.0,5,0.0,0.0,,nodelinkmanager,5,50000,165,000,110,RL1600000500000,nodelinkmanager2018121814,,,370.083337335
9459,1610050900,1640017100,1610017700,0,3.0,101,제2경인고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,161,003,110,,nodelinkmanager2018121814,,,13475.8874783
9460,1610051000,1610018200,1610018100,0,4.0,101,제2경인고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,161,000,110,,nodelinkmanager2018121814,,,871.845256601
9461,1610051100,1610018100,1610018200,0,3.0,101,제2경인고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,161,000,110,,nodelinkmanager2018121814,,,873.081062218
9462,1640054700,1640017100,1640017200,0,2.0,101,제2경인고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,164,003,110,,nodelinkmanager2018121814,,,1990.91914151
9463,1630051700,1630016200,1640017200,0,1.0,101,제2경인고속도로,0,101,60.0,5,0.0,0.0,,nodelinkmanager,5,50000,163,003,110,,nodelinkmanager2018121814,,,2637.07040172
9464,1610051200,1610018000,1610017700,0,3.0,101,제2경인고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,161,000,110,,nodelinkmanager2018121814,,,299.196275084
9465,1650005600,1650002100,1650001800,0,1.0,101,제2경인고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,165,000,110,,nodelinkmanager2018121814,,,385.887583456
9466,1650005800,1650013000,1650002200,0,2.0,101,제2경인고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,165,000,110,,nodelinkmanager2018121814,,,663.57567255
9467,1650005500,1650013000,1650002100,0,1.0,101,제2경인고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,165,000,110,,nodelinkmanager2018121814,,,999.799072419
9468,1650005700,1650002200,1650013000,0,2.0,101,제2경인고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,165,000,110,,nodelinkmanager2018121814,,,883.165669848
9469,1650004800,1630000200,1650002100,0,3.0,101,제2경인고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,163,000,110,,nodelinkmanager2018121814,,,2630.8179225
9470,1650004700,1650002100,1630000200,0,3.0,101,제2경인고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,163,000,110,,nodelinkmanager2018121814,,,2625.92907985
9471,1630000400,1630000100,1630000200,0,1.0,101,제2경인고속도로,0,101,40.0,5,0.0,0.0,,nodelinkmanager,5,50000,163,000,110,,nodelinkmanager2018121814,,,612.236444418
9472,1630000100,1630000300,1630000200,0,1.0,101,제2경인고속도로,0,101,40.0,5,0.0,0.0,,nodelinkmanager,5,50000,163,000,110,,nodelinkmanager2018121814,,,973.040897673
9473,1630000200,1630000200,1630000300,0,1.0,101,제2경인고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,163,000,110,,nodelinkmanager2018121814,,,453.417998001
9474,1630000300,1630000200,1630000100,0,1.0,101,제2경인고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,163,000,110,,nodelinkmanager2018121814,,,808.542694641
9475,2130001600,2130000500,2130000900,0,3.0,101,제2경인고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,213,000,110,,nodelinkmanager2018121814,,,798.989972094
9476,2130002000,2130000800,2130001000,0,1.0,101,제2경인고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,213,000,110,,nodelinkmanager2018121814,,,909.106237621
9477,2130002400,2130001000,2130000900,0,3.0,101,제2경인고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,213,000,110,,nodelinkmanager2018121814,,,656.505048737
9478,2130002200,2130000900,2130000800,0,2.0,101,제2경인고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,213,000,110,,nodelinkmanager2018121814,,,861.923948317
9479,2130002300,2130000900,2130001000,0,3.0,101,제2경인고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,213,000,110,,nodelinkmanager2018121814,,,659.353077599
9480,2130000900,2130000100,2130000300,0,1.0,101,제2경인고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,213,000,110,,nodelinkmanager2018121814,,,1182.95175905
9481,2130001500,2130000900,2130000500,0,3.0,101,제2경인고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,213,000,110,,nodelinkmanager2018121814,,,798.606783983
9482,2130001700,2130000800,2130000700,0,2.0,101,제2경인고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,213,000,110,,nodelinkmanager2018121814,,,228.410165306
9483,2130001200,2130000500,2130000300,0,3.0,101,제2경인고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,213,004,110,,nodelinkmanager2018121814,,,2644.02499698
9484,2130001100,2130000300,2130000500,0,3.0,101,제2경인고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,213,004,110,,nodelinkmanager2018121814,,,2638.7981886
9485,2130002100,2130000800,2130000900,0,2.0,101,제2경인고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,213,000,110,,nodelinkmanager2018121814,,,671.33751503
9486,2130001900,2130001000,2130000800,0,1.0,101,제2경인고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,213,000,110,,nodelinkmanager2018121814,,,252.42670915
9487,2130001800,2130000700,2130000800,0,1.0,101,제2경인고속도로,0,101,30.0,5,0.0,0.0,,nodelinkmanager,5,50000,213,000,110,,nodelinkmanager2018121814,,,231.44638815
9488,2130000600,2130000400,2130000300,0,1.0,101,제2경인고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,213,000,110,,nodelinkmanager2018121814,,,759.917611207
9489,2130001000,2130000300,2130000100,0,2.0,101,제2경인고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,213,000,110,,nodelinkmanager2018121814,,,720.307573052
9490,2130000500,2130000300,2130000400,0,1.0,101,제2경인고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,213,000,110,,nodelinkmanager2018121814,,,1275.49642561
9491,2130002500,2130001000,2240010500,0,3.0,101,제2경인고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,213,000,110,,nodelinkmanager2018121814,,,893.670015632
9492,2130002600,2240010500,2130001000,0,3.0,101,제2경인고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,213,000,110,,nodelinkmanager2018121814,,,893.712716735
9493,2240024100,2240010500,2240010300,0,3.0,101,제2경인고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,224,000,110,,nodelinkmanager2018121814,,,1426.8883595
9494,2240024200,2240010300,2240010500,0,3.0,101,제2경인고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,224,000,110,,nodelinkmanager2018121814,,,1422.25863136
9495,2240019201,1650001901,2240008100,0,3.0,101,제2경인고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,165,000,110,,nodelinkmanager2018121814,,,1206.57802377
9496,2240017400,2240007400,2240007500,0,1.0,101,제2경인고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,224,000,110,,nodelinkmanager2018121814,,,477.794429186
9497,2240018400,2240007500,2240008100,0,1.0,101,제2경인고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,224,000,110,,nodelinkmanager2018121814,,,975.209920877
9498,2240018600,2240008100,2240007800,0,3.0,101,제2경인고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,224,000,110,,nodelinkmanager2018121814,,,684.93801328
9499,2240018000,2240007800,2240007500,0,2.0,101,제2경인고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,224,000,110,,nodelinkmanager2018121814,,,716.328672692
9500,2240018500,2240007800,2240008100,0,3.0,101,제2경인고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,224,000,110,,nodelinkmanager2018121814,,,683.977836794
9501,2240017900,2240007500,2240007800,0,1.0,101,제2경인고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,224,000,110,,nodelinkmanager2018121814,,,576.47244002
9502,2240018300,2240008100,2240007500,0,1.0,101,제2경인고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,224,000,110,,nodelinkmanager2018121814,,,414.872306883
9503,2240021800,2240009000,2240010300,0,3.0,101,제2경인고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,224,000,110,,nodelinkmanager2018121814,,,993.845507166
9504,2240017200,2240009000,2240007800,0,3.0,101,제2경인고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,224,000,110,,nodelinkmanager2018121814,,,2581.04453723
9505,2240021700,2240010300,2240009000,0,3.0,101,제2경인고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,224,000,110,,nodelinkmanager2018121814,,,995.170403466
9506,2240017100,2240007800,2240009000,0,3.0,101,제2경인고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,224,000,110,,nodelinkmanager2018121814,,,2586.45437035
9507,2240017300,2240007500,2240007400,0,3.0,101,제2경인고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,224,000,110,,nodelinkmanager2018121814,,,476.690887831
9508,2240019101,2240008100,1650001901,0,3.0,101,제2경인고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,165,000,110,,nodelinkmanager2018121814,,,1206.92763315
9509,2080005500,2080002400,2130000100,0,1.0,101,제2경인고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,208,000,110,,nodelinkmanager2018121814,,,1118.76297389
9510,2080005300,2080002400,2130000300,0,3.0,101,제2경인고속도로,0,000,100.0,5,0.0,0.0,,nodelinkmanager,5,50000,208,000,110,,nodelinkmanager2018121814,,,819.029778021
9511,2080005600,2130000100,2080002400,0,2.0,101,제2경인고속도로,0,101,50.0,5,0.0,0.0,,nodelinkmanager,5,50000,208,000,110,,nodelinkmanager2018121814,,,715.120947335
